District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
7,4178,7.55,5,Lincoln International School,6.9,20,Lincoln International High School,15.69,4.65,Lincoln International High School,-0.086092715,-0.65,1.273913043,8.79,1.078145695,8.14,3,15,-0.7675,-15.35,-0.07,-0.35,Lincoln International School,157,0.64%,>=90%,Lincoln International High School,111,0.00%,>=90%,Lincoln International High School,158,1.27%,>=90%
7,4181,42.05,33.96,Community School of Excellence,24.3,23.34,Community School of Excellence,25.9,26.16,Community School of Excellence,-0.422116528,-17.75,0.065843621,1.6,-0.384066587,-16.15,-0.312720848,-10.62,0.120822622,2.82,-0.229681979,-7.8,Community School of Excellence,1344,0.00%,83.11%,Community School of Excellence,1410,0.00%,85.82%,Community School of Excellence,1455,0.00%,85.09%
7,4183,23.81,36.67,Lionsgate Academy,17.24,32.89,Lionsgate Academy,19.01,43.15,Lionsgate Academy,-0.275934481,-6.57,0.102668213,1.77,-0.201595968,-4.8,-0.103081538,-3.78,0.311948921,10.26,0.176711208,6.48,Lionsgate Academy,262,76.72%,17.18%,Lionsgate Academy,373,66.22%,17.96%,Lionsgate Academy,412,63.35%,30.83%
7,4184,73.94,69.12,Aspen Academy,59.2,61.49,Aspen Academy,53.4,57.64,Aspen Academy,-0.199350825,-14.74,-0.097972973,-5.8,-0.277792805,-20.54,-0.110387731,-7.63,-0.062611807,-3.85,-0.166087963,-11.48,Aspen Academy,554,74.55%,21.48%,Aspen Academy,686,56.41%,12.10%,Aspen Academy,641,46.65%,36.82%
7,4185,68.16,65.31,DaVinci Academy,57.61,66.72,DaVinci Academy,48.8,56.78,DaVinci Academy,-0.154782864,-10.55,-0.152924839,-8.81,-0.284037559,-19.36,0.021589343,1.41,-0.148980815,-9.94,-0.13060787,-8.53,DaVinci Academy,825,68.00%,20.24%,DaVinci Academy,918,64.16%,14.60%,DaVinci Academy,952,52.21%,25.95%
7,4186,54.04,59.93,Global Academy,34.15,49.83,Global Academy,30.5,49.06,Global Academy,-0.368060696,-19.89,-0.106881406,-3.65,-0.435603257,-23.54,-0.168529952,-10.1,-0.015452539,-0.77,-0.181378275,-10.87,Global Academy,431,15.55%,84.22%,Global Academy,444,10.14%,81.08%,Global Academy,447,14.09%,89.04%
7,4188,75.31,73.58,Cologne Academy,68.62,72.01,Cologne Academy,81.84,82.22,Cologne Academy,-0.088832824,-6.69,0.192655203,13.22,0.086708272,6.53,-0.02133732,-1.57,0.141785863,10.21,0.117423213,8.64,Cologne Academy,641,88.77%,8.89%,Cologne Academy,734,79.29%,8.04%,Cologne Academy,731,69.63%,14.50%
7,4191,18.55,26.24,KIPP Minnesota Charter School,4.34,13.35,KIPP Minnesota Charter School,3.31,14.86,KIPP Minnesota Charter School,-0.766037736,-14.21,-0.237327189,-1.03,-0.821563342,-15.24,-0.491234756,-12.89,0.113108614,1.51,-0.433689024,-11.38,KIPP Minnesota Charter School,203,0.00%,>=90%,KIPP Minnesota Charter School,578,0.35%,>=90%,KIPP Minnesota Charter School,231,1.30%,>=90%
7,4192,25.78,32.29,Best Academy,17.23,31.77,Best Academy,20.21,29.8,Best Academy,-0.331652444,-8.55,0.17295415,2.98,-0.21605896,-5.57,-0.016104057,-0.52,-0.062008184,-1.97,-0.077113657,-2.49,Best Academy,756,0.00%,88.23%,Best Academy,679,0.15%,84.98%,Best Academy,790,0.00%,>=90%
7,4194,39.37,51.58,Cannon River STEM School,21.6,32.5,Cannon River STEM School,11.26,34,Cannon River STEM School,-0.451358903,-17.77,-0.478703704,-10.34,-0.713995428,-28.11,-0.369910818,-19.08,0.046153846,1.5,-0.340829779,-17.58,Cannon River STEM School,350,82.57%,38.29%,Cannon River STEM School,279,71.33%,38.71%,Cannon River STEM School,224,64.29%,58.48%
7,4198,25.42,40.68,Discovery Woods,25.58,46.51,Discovery Woods,25,41.67,Discovery Woods,0.006294256,0.16,-0.022673964,-0.58,-0.016522423,-0.42,0.143313668,5.83,-0.104063642,-4.84,0.024336283,0.99,Discovery Woods,118,90.68%,60.17%,Discovery Woods,109,80.73%,49.54%,Discovery Woods,101,76.24%,64.36%
7,4199,65.54,64.38,Parnassus Preparatory Charter Sch,56.62,58.13,Parnassus Preparatory Charter School,47.28,46.4,Parnassus Preparatory School,-0.136100092,-8.92,-0.164959378,-9.34,-0.278608483,-18.26,-0.097079838,-6.25,-0.201789093,-11.73,-0.279279279,-17.98,Parnassus Preparatory Charter School,1134,43.03%,27.34%,Parnassus Preparatory Charter School,1341,33.26%,27.52%,Parnassus Preparatory School,1352,24.48%,46.30%
7,4200,34.13,46.18,STEP Academy Charter School,15.53,42.28,STEP Academy,15.12,37.11,STEP Academy,-0.544975095,-18.6,-0.026400515,-0.41,-0.556987987,-19.01,-0.084452144,-3.9,-0.122280038,-5.17,-0.19640537,-9.07,STEP Academy Charter School,473,0.63%,>=90%,STEP Academy Charter School,620,0.65%,59.03%,STEP Academy,847,0.35%,>=90%
7,4201,17.81,50.68,Cornerstone Montessori Elementary,32.88,65.33,Cornerstone Montessori Elementary,19.44,47.22,Cornerstone Montessori Elementary,0.846153846,15.07,-0.408759124,-13.44,0.091521617,1.63,0.289068666,14.65,-0.277208021,-18.11,-0.068271507,-3.46,Cornerstone Montessori Elementary,140,50.00%,40.00%,Cornerstone Montessori Elementary,138,48.55%,26.09%,Cornerstone Montessori Elementary,132,36.36%,54.55%
7,4205,43.27,40.1,Hennepin Elementary School,28.76,38.2,Hennepin Schools,25.52,26.3,Hennepin Schools,-0.335336261,-14.51,-0.112656467,-3.24,-0.41021493,-17.75,-0.047381546,-1.9,-0.311518325,-11.9,-0.344139651,-13.8,Hennepin Elementary School,374,0.53%,>=90%,Hennepin Elementary School,363,0.00%,>=90%,Hennepin Schools,447,0.22%,>=90%
7,4208,66.67,48.33,Nasha Shkola Charter School,46.88,45.31,Nasha Shkola Charter School,52.17,39.13,Nasha Shkola Charter School,-0.296835158,-19.79,0.112841297,5.29,-0.217489126,-14.5,-0.062487068,-3.02,-0.136393732,-6.18,-0.190357956,-9.2,Nasha Shkola Charter School,99,94.95%,69.70%,Nasha Shkola Charter School,129,99.22%,62.02%,Nasha Shkola Charter School,138,97.83%,78.99%
7,4213,33.79,31.96,Prodeo Academy,21.63,25.17,Prodeo Academy,30.83,27.71,Prodeo Academy,-0.359869784,-12.16,0.425335183,9.2,-0.087599882,-2.96,-0.212453066,-6.79,0.100913786,2.54,-0.132978723,-4.25,Prodeo Academy,632,2.53%,61.71%,Prodeo Academy,823,0.49%,83.11%,Prodeo Academy,1116,3.67%,>=90%
7,4215,55.36,33.93,Sejong Academy of Minnesota,20.78,36.91,Sejong Academy of Minnesota,24.85,34.71,Sejong Academy of Minnesota,-0.624638728,-34.58,0.195861405,4.07,-0.551119942,-30.51,0.087827881,2.98,-0.059604443,-2.2,0.022988506,0.78,Sejong Academy of Minnesota,187,3.74%,>=90%,Sejong Academy of Minnesota,303,3.30%,>=90%,Sejong Academy of Minnesota,332,0.90%,85.24%
7,4217,5.88,28.26,Technical Academies of Minnesota,4.44,23.81,Technical Academies of Minnesota,2.5,15.91,Technical Academies of Minnesota,-0.244897959,-1.44,-0.436936937,-1.94,-0.574829932,-3.38,-0.157466384,-4.45,-0.331793364,-7.9,-0.437013447,-12.35,Technical Academies of Minnesota ,99,70.71%,38.38%,Technical Academies of Minnesota,123,54.47%,60.98%,Technical Academies of Minnesota,116,61.21%,78.45%
7,4218,20.92,20.59,Venture Academy,4.48,16.3,Venture Academy,3.45,8.82,Venture Academy,-0.78585086,-16.44,-0.229910714,-1.03,-0.835086042,-17.47,-0.20835357,-4.29,-0.458895706,-7.48,-0.571636717,-11.77,Venture Academy,323,5.88%,>=90%,Venture Academy,307,2.28%,>=90%,Venture Academy,289,2.42%,>=90%
7,4219,40.2,39.71,Northeast College Prep,20.89,33.33,Northeast College Prep,11.83,21.89,Northeast College Prep,-0.480348259,-19.31,-0.433700335,-9.06,-0.705721393,-28.37,-0.16066482,-6.38,-0.343234323,-11.44,-0.448753463,-17.82,Northeast College Prep,319,15.99%,89.97%,Northeast College Prep,329,11.55%,82.67%,Northeast College Prep,282,4.61%,>=90%
7,4220,61.74,58.9,Agamim Classical Academy,53.01,55.83,Agamim Classical Academy,49.32,53.1,Agamim Classical Academy,-0.141399417,-8.73,-0.069609508,-3.69,-0.201166181,-12.42,-0.052122241,-3.07,-0.048898442,-2.73,-0.098471986,-5.8,Agamim Classical Academy,310,47.42%,24.19%,Agamim Classical Academy,279,45.16%,19.71%,Agamim Classical Academy,266,34.59%,45.49%
7,4221,40.43,56.03,Discovery Charter School,46.73,45.37,Discovery Charter School,37.11,49.46,Discovery Charter School,0.155824883,6.3,-0.205863471,-9.62,-0.08211724,-3.32,-0.19025522,-10.66,0.090147675,4.09,-0.117258611,-6.57,Discovery Charter School,239,48.12%,45.61%,Discovery Charter School,216,47.69%,34.26%,Discovery Charter School,166,53.61%,39.76%
7,4223,19.75,24.69,Saint Cloud Math and Science Academy Charter School,22.4,29.84,Saint Cloud Math and Science Academy Charter School,25.33,32.31,Saint Cloud Math and Science Academy Charter School,0.134177215,2.65,0.130803571,2.93,0.282531646,5.58,0.208586472,5.15,0.082774799,2.47,0.308626974,7.62,Saint Cloud Math and Science Academy Charter School,167,1.80%,89.22%,Saint Cloud Math and Science Academy Charter School,231,1.73%,83.98%,Saint Cloud Math and Science Academy Charter School,357,1.12%,>=90%
7,4224,46.24,36.26,Star of the North Academy Charter School,27.84,37.11,Star of the North Academy Charter School,25,35.19,Star of the North Academy Charter School,-0.397923875,-18.4,-0.102011494,-2.84,-0.459342561,-21.24,0.023441809,0.85,-0.051738076,-1.92,-0.029509101,-1.07,Star of the North Academy Charter School,154,31.82%,31.17%,Star of the North Academy Charter School,150,26.67%,>=90%,Star of the North Academy Charter School,344,22.97%,>=90%
7,4225,28.64,35.79,Universal Academy Charter School,25.86,41.88,Universal Academy Charter School,40.24,45.54,Universal Academy Charter School,-0.097067039,-2.78,0.556071152,14.38,0.405027933,11.6,0.170159262,6.09,0.08739255,3.66,0.272422464,9.75,Universal Academy Charter School,403,0.00%,86.10%,Universal Academy Charter School,438,0.23%,>=90%,Universal Academy Charter School,679,0.59%,>=90%
7,4227,58.46,63.85,Art and Science Academy,40,52.66,Art and Science Academy,26.63,42.79,Art and Science Academy,-0.315771468,-18.46,-0.33425,-13.37,-0.544474855,-31.83,-0.175254503,-11.19,-0.187428788,-9.87,-0.329835552,-21.06,Art and Science Academy,378,90.74%,38.89%,Art and Science Academy,332,83.43%,27.71%,Art and Science Academy,296,82.77%,35.81%
7,4228,53.81,49.74,Woodbury Leadership Academy,49.7,56.97,Woodbury Leadership Academy,62.24,64.62,Woodbury Leadership Academy,-0.076379855,-4.11,0.252313883,12.54,0.15666233,8.43,0.14535585,7.23,0.134281201,7.65,0.299155609,14.88,Woodbury Leadership Academy,391,40.41%,8.18%,Woodbury Leadership Academy,641,35.88%,10.61%,Woodbury Leadership Academy,878,38.84%,23.46%
7,4229,22.73,41.67,Jane Goodall Environmental Science Academy,16.67,52.63,Jane Goodall Environmental Sciences Academy,11.76,33.33,Terra Nova School,-0.266608007,-6.06,-0.294541092,-4.91,-0.482622085,-10.97,0.263018958,10.96,-0.366711001,-19.3,-0.200143988,-8.34,Jane Goodall Environmental Science Academy,114,92.98%,17.54%,Jane Goodall Environmental Sciences Academy,117,91.45%,9.40%,Terra Nova School,84,89.29%,28.57%
7,4230,23.75,25,Minnesota Excellence in Learning Academy,13.11,22.95,Minnesota Excellence in Learning Academy,17.28,29.63,Minnesota Excellence in Learning Academy,-0.448,-10.64,0.318077803,4.17,-0.272421053,-6.47,-0.082,-2.05,0.291067538,6.68,0.1852,4.63,Minnesota Excellence in Learning Academy,192,4.17%,>=90%,Minnesota Excellence in Learning Academy,177,6.78%,63.84%,Minnesota Excellence in Learning Academy,231,4.33%,73.16%
7,4231,27.45,30.26,Minnesota Math and Science Academy,9.52,26.56,Minnesota Math and Science Academy,11.6,21.45,Minnesota Math and Science Academy,-0.653187614,-17.93,0.218487395,2.08,-0.577413479,-15.85,-0.122273629,-3.7,-0.192394578,-5.11,-0.291143424,-8.81,Minnesota Math and Science Academy,410,1.46%,>=90%,Minnesota Math and Science Academy,470,1.06%,>=90%,Minnesota Math and Science Academy,570,0.70%,>=90%
7,4232,30,28,Success Academy,32.9,31.41,Success Academy,17.96,30.49,Success Academy,0.096666667,2.9,-0.454103343,-14.94,-0.401333333,-12.04,0.121785714,3.41,-0.029290035,-0.92,0.088928571,2.49,Success Academy,81,0.00%,74.07%,Success Academy,308,0.32%,86.69%,Success Academy,366,0.00%,>=90%
7,4233,42.25,54.29,Level Up Academy,21.18,45.35,Level Up Academy,17.52,31.39,Level Up Academy,-0.498698225,-21.07,-0.172804533,-3.66,-0.585325444,-24.73,-0.16467121,-8.94,-0.307828004,-13.96,-0.421808805,-22.9,Level Up Academy,121,76.86%,47.93%,Level Up Academy,152,78.29%,42.11%,Level Up Academy,250,70.40%,43.60%
7,4239,26.09,26.37,Tesfa International School,12.22,18.56,Twin Lakes STEM Academy,10.38,20.56,Twin Lakes STEM Academy,-0.531621311,-13.87,-0.150572831,-1.84,-0.602146416,-15.71,-0.29616989,-7.81,0.107758621,2,-0.220326128,-5.81,Tesfa International School,167,10.78%,>=90%,Twin Lakes STEM Academy,231,7.36%,>=90%,Twin Lakes STEM Academy,217,2.30%,>=90%
7,4240,44.97,32.89,New Century School,21.22,31.05,New Century School,22.49,29.17,New Century School,-0.528129864,-23.75,0.059849199,1.27,-0.499888815,-22.48,-0.055944056,-1.84,-0.060547504,-1.88,-0.113104287,-3.72,New Century School,294,0.00%,>=90%,New Century School,440,0.45%,83.64%,New Century School,966,1.86%,>=90%
7,4243,37.37,31.68,North Metro Flex Academy,18.6,33.85,North Metro Flex Academy,20.77,33.08,North Metro Flex Academy,-0.502274552,-18.77,0.116666667,2.17,-0.444206583,-16.6,0.068497475,2.17,-0.022747415,-0.77,0.044191919,1.4,North Metro Flex Academy,229,28.38%,78.60%,North Metro Flex Academy,209,21.05%,71.29%,North Metro Flex Academy,190,24.21%,77.89%
7,4244,21.29,43.14,FIT Academy,25.16,36.71,FIT Academy,29.92,43.02,FIT Academy,0.181775481,3.87,0.189189189,4.76,0.405354627,8.63,-0.149049606,-6.43,0.171887769,6.31,-0.002781641,-0.12,FIT Academy,266,59.02%,39.47%,FIT Academy,284,61.97%,27.11%,FIT Academy,458,56.11%,42.79%
7,4250,30.48,40.51,Athlos Academy of Saint Cloud,14.33,23.57,Athlos Academy of Saint Cloud,11.51,20.69,Athlos Academy of Saint Cloud,-0.529855643,-16.15,-0.196789951,-2.82,-0.622375328,-18.97,-0.418168353,-16.94,-0.122189224,-2.88,-0.489261911,-19.82,Athlos Academy of Saint Cloud,613,38.01%,69.82%,Athlos Academy of Saint Cloud,529,24.20%,77.69%,Athlos Academy of Saint Cloud,260,22.69%,85.38%
7,4253,27.91,50,Phoenix Academy Charter School,30.68,37.08,Phoenix Academy Charter School,48.05,44.16,Phoenix Academy Charter School,0.099247582,2.77,0.566166884,17.37,0.721605159,20.14,-0.2584,-12.92,0.190938511,7.08,-0.1168,-5.84,Phoenix Academy Charter School,118,98.31%,28.81%,Phoenix Academy Charter School,176,89.20%,28.41%,Phoenix Academy Charter School,156,79.49%,42.95%
7,4254,50,60.67,Marine Area Community School,48.96,56.7,Marine Area Community School,38,46,Marine Area Community School,-0.0208,-1.04,-0.223856209,-10.96,-0.24,-12,-0.065435965,-3.97,-0.188712522,-10.7,-0.241799901,-14.67,Marine Area Community School,183,94.54%,0.00%,Marine Area Community School,207,90.34%,5.31%,Marine Area Community School,112,93.75%,10.71%
7,4255,6.67,20,Skyline Math and Science Academy ,8.87,25.81,Skyline Math and Science Academy ,10,8.33,Skyline Math and Science Academy ,0.329835082,2.2,0.127395716,1.13,0.499250375,3.33,0.2905,5.81,-0.677256877,-17.48,-0.5835,-11.67,Skyline Math and Science Academy,218,0.00%,88.07%,Skyline Math and Science Academy,233,0.00%,>=90%,Skyline Math and Science Academy,260,0.00%,88.85%
7,4261,11.84,14.47,SciTech Academy Charter School,3.09,6.75,SciTech Academy Charter School,9.55,15.09,SciTech Academy Charter School,-0.73902027,-8.75,2.090614887,6.46,-0.193412162,-2.29,-0.533517623,-7.72,1.235555556,8.34,0.04284727,0.62,SciTech Academy Charter School,147,0.00%,>=90%,SciTech Academy Charter School,257,0.00%,>=90%,SciTech Academy Charter School,342,0.29%,>=90%
7,4264,19.64,21.43,Gateway STEM Academy,10.19,16.82,Gateway STEM Academy,7.29,17.53,Gateway STEM Academy,-0.481160896,-9.45,-0.284592738,-2.9,-0.628818737,-12.35,-0.215118992,-4.61,0.042211653,0.71,-0.181987867,-3.9,Gateway STEM Academy,134,0.00%,>=90%,Gateway STEM Academy,228,0.44%,>=90%,Gateway STEM Academy,121,0.00%,>=90%
61,6004,7.02,20.75,Freshwater Ed. Dist.,5,18.97,Freshwater Education District,14.89,25,Freshwater Education District,-0.287749288,-2.02,1.978,9.89,1.121082621,7.87,-0.085783133,-1.78,0.317870322,6.03,0.204819277,4.25,Freshwater Education District,208,83.17%,57.21%,Freshwater Education District,193,83.94%,46.63%,Freshwater Education District,200,77.00%,62.50%
61,6012,7.84,21.95,Zumbro Education District,6.38,11.36,Zumbro Education District,7.41,30,Zumbro Education District,-0.18622449,-1.46,0.161442006,1.03,-0.054846939,-0.43,-0.482460137,-10.59,1.64084507,18.64,0.366742597,8.05,Zumbro Education District,168,83.33%,52.98%,Zumbro Education District,159,85.53%,47.80%,Zumbro Education District,176,80.68%,35.80%
61,6026,6.25,4.76,West Central Education District,27.27,33.33,West Central Education District,28.57,57.14,West Central Education District,3.3632,21.02,0.047671434,1.3,3.5712,22.32,6.00210084,28.57,0.714371437,23.81,11.00420168,52.38,West Central Education District,79,81.01%,43.04%,West Central Education District,79,63.29%,22.78%,West Central Education District,91,70.33%,24.18%
61,6027,12.12,18.75,MN Valley Education District,11.54,14.29,Minnesota Valley Education District,7.14,14.29,Minnesota Valley Education District,-0.047854785,-0.58,-0.381282496,-4.4,-0.410891089,-4.98,-0.237866667,-4.46,0,0,-0.237866667,-4.46,Minnesota Valley Education District,92,81.52%,27.17%,MN Valley Education District,59,62.71%,30.51%,Minnesota Valley Education District,41,65.85%,60.98%
61,6049,16.98,22.03,River Bend Education District,2.27,17.07,River Bend Education District,3.85,16.98,River Bend Education District,-0.86631331,-14.71,0.696035242,1.58,-0.773262662,-13.13,-0.225147526,-4.96,-0.005272408,-0.09,-0.229232864,-5.05,River Bend Education District,174,74.71%,48.28%,River Bend Education District,192,80.73%,30.21%,River Bend Education District,226,73.89%,27.88%
61,6051,21.05,44.9,Goodhue County Education District,9.09,22.86,Goodhue County Education District,8.62,15.79,Goodhue County Education District,-0.568171021,-11.96,-0.051705171,-0.47,-0.590498812,-12.43,-0.490868597,-22.04,-0.309273841,-7.07,-0.648329621,-29.11,Goodhue County Education District,149,75.84%,44.97%,Goodhue County Education District,260,69.62%,24.62%,Goodhue County Education District,319,72.73%,38.24%
50,6076,8.33,12.5,Northland Learning Center,20.51,30.95,Northland Learning Center,2.17,17.02,Northland Learning Center,1.462184874,12.18,-0.894197952,-18.34,-0.739495798,-6.16,1.476,18.45,-0.450080775,-13.93,0.3616,4.52,Northland Learning Center,153,77.78%,64.71%,Northland Learning Center,167,74.85%,60.48%,Northland Learning Center,164,73.17%,59.15%
52,6079,12.5,19.05,Rum River Special Education Coop,20.69,19.35,Rum River Special Education Cooperative,12,14,Rum River Special Education Cooperative,0.6552,8.19,-0.420009667,-8.69,-0.04,-0.5,0.015748031,0.3,-0.276485788,-5.35,-0.265091864,-5.05,Rum River Special Education Cooperative,88,80.68%,70.45%,Rum River Special Education Cooperative,83,75.90%,53.01%,Rum River Special Education Cooperative,97,77.32%,69.07%
52,6083,14.29,35.29,Southern MN Education Consortium,10.53,40,Southern Minnesota Education Consortium,61.54,78.57,Southern Minnesota Education Consortium,-0.263121064,-3.76,4.844254511,51.01,3.306508048,47.25,0.133465571,4.71,0.96425,38.57,1.226409748,43.28,Southern Minnesota Education Consortium,99,89.90%,44.44%,Southern Minnesota Education Consortium,143,86.01%,30.07%,Southern Minnesota Education Consortium,181,79.01%,69.06%
52,6090,26.67,36.67,Sherburne and Northern Wright Special Education Cooperative,26.83,19.51,Sherburne and Northern Wright Special Education Cooperative,14.29,7.69,Sherburne and Northern Wright Special Education Cooperative,0.00599925,0.16,-0.467387253,-12.54,-0.464191976,-12.38,-0.467957458,-17.16,-0.605843157,-11.82,-0.790291792,-28.98,Sherburne and Northern Wright Special Education Cooperative,175,88.57%,22.29%,Sherburne and Northern Wright Special Education Cooperative,186,84.41%,12.37%,Sherburne and Northern Wright Special Education Cooperative,170,77.65%,25.29%
52,6094,3.7,26.92,Cannon Valley Special Education Cooperative,8,23.81,Cannon Valley Special Education Cooperative,15,16.67,Cannon Valley Special Education Cooperative,1.162162162,4.3,0.875,7,3.054054054,11.3,-0.115527489,-3.11,-0.299874003,-7.14,-0.380757801,-10.25,Cannon Valley Special Education Cooperative,82,79.27%,59.76%,Cannon Valley Special Education Cooperative,86,74.42%,48.84%,Cannon Valley Special Education Cooperative,97,65.98%,42.27%
